User_ID,percChange_1617,percChange_1718,percChange_1819,cluster_IDX,age,household_size,ownership,number_pets,household_has_garden,household_garden_area,household_has_pool,household_pool_volume,children9,children5_9,children0_4,number_bathrooms,number_adults,environmental_attitude,hausehold_has_irrigation_system,house_has_plants,balcony_has_plants,balcony_has_irrigation,number_toilets,number_faucets,number_bathtubs,number_showers,number_tub_showers,number_dishwasher_simple,number_washing_machine_simple,number_ClothesWasher,clothesWasher_efficiency,clothesWasher_ecomode,clothesWasher_timer,number_DishWasher,dishWasher_efficiency,dishWasher_ecomode,dishWasher_timer
AGM02239231001,3.735896722651208,-10.2201961997221,-12.498905148699265,3,11.0,110.0,True,2.0,False,0.0,False,0.0,0.0,0.0,2.0,2.0,2.0,High environmental sensitivity,False,False,False,False,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,A++,0.0,0.0,1.0,A++,0.0,0.0
AGM02246510002,-29.2836624363642,-0.8007477575830934,9.948668029769395,9,20.0,100.0,False,1.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,2.0,High environmental sensitivity,False,True,False,False,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,A+,1.0,1.0,1.0,A+,1.0,1.0
AGM02247829001,-19.818491492458204,-33.85299590744918,-11.778928268845702,5,2009.0,160.0,True,2.0,False,0.0,False,0.0,0.0,0.0,1.0,3.0,2.0,High environmental sensitivity,False,True,True,True,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,A+++,1.0,0.0,1.0,A+++,1.0,0.0
AGM02251331001,-36.73955535885416,-39.65479776035862,-37.88549296514914,4,2005.0,87.0,False,0.0,False,0.0,False,0.0,0.0,0.0,3.0,2.0,2.0,Medium environmental sensitivity,False,False,False,False,2.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,A++,1.0,1.0,1.0,A++,1.0,1.0
AGM02280096001,-1.4071723968852594,19.70592833191968,6.000584321589372,8,65.0,90.0,False,1.0,False,0.0,False,0.0,0.0,0.0,3.0,2.0,2.0,Medium environmental sensitivity,False,False,True,False,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,B,0.0,0.0,1.0,A+,1.0,0.0
AGM02282841001,17.63173563560579,7.910272906984346,-17.95766469778048,1,50.0,110.0,False,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0,Medium environmental sensitivity,False,False,False,False,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,A++,1.0,1.0,1.0,A+++,1.0,1.0
AGM02288493001,12.19627678889736,24.514415551104683,-0.9421159241496415,8,60.0,80.0,True,0.0,False,0.0,False,0.0,0.0,0.0,1.0,1.0,2.0,Medium environmental sensitivity,False,False,False,False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,A++,1.0,0.0,1.0,A+,0.0,0.0
AGM02289684001,-3.5483924450617916,-72.8126229751306,-60.78746476922306,3,7.0,85.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0,Medium environmental sensitivity,False,False,True,False,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,A+++,1.0,1.0,1.0,A+++,1.0,1.0
AGM02292302001,8.07999913020349,-37.64634009850601,-41.757505417881625,3,25.0,85.0,False,0.0,False,0.0,False,0.0,0.0,0.0,0.0,1.0,2.0,Medium environmental sensitivity,False,False,False,False,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,A+,1.0,0.0,1.0,A+,1.0,0.0
AGM02308865001,-0.8659783566322674,4.616916744578081,6.977273774975844,9,1996.0,100.0,False,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,2.0,High environmental sensitivity,False,True,False,False,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0,0.0,0.0
AGM02326645001,-31.00459979829207,-91.32843004396935,-89.12438325322904,3,37.0,112.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0,Medium environmental sensitivity,False,False,False,False,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,A+++,1.0,1.0,0.0,0,0.0,0.0
AGM02333618001,38.77568744626167,73.00167273519259,40.011275823255026,8,16.0,90.0,True,1.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,2.0,High environmental sensitivity,False,True,True,False,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,A+++,1.0,1.0,0.0,0,0.0,0.0
AGM02335711001,23.732871161207335,3.3568202513172953,-23.70572632758247,1,50.0,160.0,True,1.0,False,0.0,False,0.0,1.0,0.0,0.0,2.0,3.0,High environmental sensitivity,False,True,True,True,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A++,1.0,1.0,0.0,0,0.0,0.0
AGM02337981001,7.511280611696086,0.6533803939650225,-2.1403356637721433,1,50.0,70.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,1.0,1.0,Medium environmental sensitivity,False,False,True,False,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,A+,1.0,0.0,0.0,0,0.0,0.0
AGM02338258001,21.1819600153115,23.487766243969062,17.0524069210826,7,40.0,110.0,True,0.0,False,0.0,False,0.0,1.0,1.0,0.0,2.0,4.0,High environmental sensitivity,False,True,True,False,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,A+,0.0,0.0,0.0,0,0.0,0.0
AGM02345170001,3.8598681157794976,14.460301988779126,79.37317285149238,6,50.0,93.0,True,0.0,False,0.0,False,0.0,0.0,0.0,1.0,2.0,2.0,Medium environmental sensitivity,False,False,False,False,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,A++,1.0,1.0,1.0,A++,1.0,0.0
