User_ID,percChange_1617,percChange_1718,percChange_1819,cluster_IDX,age,household_size,ownership,number_pets,household_has_garden,household_garden_area,household_has_pool,household_pool_volume,children9,children5_9,children0_4,number_bathrooms,number_adults,environmental_attitude,hausehold_has_irrigation_system,house_has_plants,balcony_has_plants,balcony_has_irrigation,number_toilets,number_faucets,number_bathtubs,number_showers,number_tub_showers,number_dishwasher_simple,number_washing_machine_simple,number_ClothesWasher,clothesWasher_efficiency,clothesWasher_ecomode,clothesWasher_timer,number_DishWasher,dishWasher_efficiency,dishWasher_ecomode,dishWasher_timer
AGM02161874001,-1.2757580734183227,-25.750112872381532,-20.5341321914228,3,50.0,100.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,2.0,Low environmental sensitivity,False,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,A++,0.0,1.0,1.0,A++,1.0,0.0
AGM02173184002,-0.7572857321897976,-5.317904867688259,-8.585978511018864,3,10.0,150.0,False,0.0,False,0.0,False,0.0,0.0,2.0,1.0,3.0,2.0,Medium environmental sensitivity,False,False,False,False,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,A+++,1.0,0.0,1.0,A+++,1.0,0.0
AGM02176445001,-19.659111692973966,-17.61559206714224,-10.517364790145978,5,10.0,47.0,False,1.0,False,0.0,False,0.0,0.0,0.0,0.0,1.0,1.0,Medium environmental sensitivity,False,False,True,False,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,A+,1.0,1.0,0.0,0,0.0,0.0
AGM02182165001,0.04322530237122443,1.0855785149422525,10.62853614113893,6,35.0,115.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,4.0,Medium environmental sensitivity,False,True,True,False,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,A++,1.0,0.0,0.0,0,0.0,0.0
AGM02186866001,-7.780016539963201,-17.82772447541722,-8.302775851359232,3,11.0,92.0,True,0.0,False,0.0,False,0.0,0.0,0.0,1.0,2.0,2.0,High environmental sensitivity,False,True,False,False,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,A++,1.0,0.0,1.0,A+++,1.0,0.0
AGM02188048001,-15.141818871538156,-0.975695918646229,-15.628869640636852,10,10.0,75.0,False,0.0,False,0.0,False,0.0,0.0,0.0,0.0,1.0,2.0,Medium environmental sensitivity,False,True,False,False,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,A++,1.0,1.0,0.0,0,0.0,0.0
AGM02198867001,11.52774011499983,6.3870523461994235,3.754180327725714,2,5.0,60.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,1.0,1.0,Medium environmental sensitivity,False,False,False,False,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,A+++,1.0,0.0,0.0,0,0.0,0.0
AGM02199538001,-25.231772761050024,0.6535925572395235,-16.984692994824588,10,40.0,137.0,True,0.0,False,0.0,False,0.0,0.0,0.0,0.0,2.0,3.0,Medium environmental sensitivity,False,False,False,False,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,A++,0.0,1.0,1.0,A++,1.0,1.0
AGM02224732001,14.701584582186108,-7.2647713205706745,-8.888501567358508,3,20.0,70.0,True,0.0,False,0.0,False,0.0,0.0,2.0,2.0,2.0,2.0,Medium environmental sensitivity,False,False,False,False,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,B,0.0,0.0,1.0,B,1.0,0.0
AGM02236869001,-8.550183869749212,-13.393481804510825,-13.543204306760456,4,29.0,76.0,True,0.0,False,0.0,False,0.0,2.0,0.0,0.0,2.0,2.0,Medium environmental sensitivity,False,False,True,False,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,A+++,1.0,1.0,0.0,0,0.0,0.0
